axis,context,dataset,gold_answer,metadata,question,sample_id,supporting_facts
knowledge,,triviaqa,DAILY SKETCH,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which daily newspaper was merged with the daily Mail in 1971?,odql_14038,[]
knowledge,,triviaqa,World War I,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",The UK television series ‘Blackadder Goes Forth’ is set during which war?,qb_9589,[]
knowledge,,triviaqa,FOUR,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",How many pints are there in a 'Winchester'?,odql_11285,[]
knowledge,,triviaqa,WOMEN'S INSTITUTE,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Which organisation was founded in Ontario, Canada in 1897 by Adelaide Hoodless?",sfq_21220,[]
knowledge,,triviaqa,Bridget Jones' Diary,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",The books 'The Edge of Reason' and 'Mad About The Boy' are sequels to which novel?,sfq_20142,[]
knowledge,,triviaqa,B.M.W,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Motor Racing. Which team has announced that they are to withdraw from Formula One racing at the end of the year?,odql_14010,[]
knowledge,,triviaqa,Nowhere Boy,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Which 2009 movie, the directorial debut of Sam Taylor-Wood, tell the story of the adolescence of John Lennon?",sfq_9130,[]
knowledge,,triviaqa,Simon of Cyrene,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","According to the bible, who helped Christ with the cross?",odql_15030,[]
knowledge,,triviaqa,The HEDGEHOG,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",In 'Alice In Wonderland' what was used as the ball in the game of croquet?,sfq_5770,[]
knowledge,,triviaqa,WARWICK DAVIS,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","""What is the name of the short actor who plays the main role in the BBC2 comedy series""""Life's too short""""?""",wh_961,[]
knowledge,,triviaqa,Fleet Street,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",In which London street does fictional character Sweeney Todd have his barber shop?,qb_2926,[]
knowledge,,triviaqa,Lapwing,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Green plover and peewit are alternative names for which British bird?,sfq_19847,[]
knowledge,,triviaqa,JIM SMITH,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which football manager as the nickname the bald eagle?,sfq_1784,[]
knowledge,,triviaqa,SICILY,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What is the largest island in the Mediterrainean Sea?,wh_289,[]
knowledge,,triviaqa,John DENVER,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who had chart hits which included Annie`s Song and Rocky Mountain High?,qz_5044,[]
knowledge,,triviaqa,Noel Edmonds,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who became BBC Radio One Breakfast Show presenter in June 1973?,qb_8996,[]
knowledge,,triviaqa,Runcorn,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",In which town is the 'TV sitcom 'Two Pints of Lager and a Packet of Crisps' set?,sfq_20443,[]
knowledge,,triviaqa,Niagara Falls,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Where do you find the Bridal Veil, American, and Horseshoe Falls?",qg_4549,[]
knowledge,,triviaqa,Corsairs,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What was the name given to Barbary pirates who raided ships in the Mediterranean and the south European coast from bases on the north coast of Africa?,qw_3161,[]
knowledge,,triviaqa,30,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",In1918 women over what age were given the right to vote?,sfq_19768,[]
knowledge,,triviaqa,THE SPAGHETTI TREE,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which April fool's joke did Richard Dimbleby report on in 1957?,sfq_16863,[]
knowledge,,triviaqa,Bear cub,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who or what was Gentle Ben in the 60s TV series?,tc_938,[]
knowledge,,triviaqa,Julius and Ethel Rosenberg,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","The first civilians executed for espionage in the United States for passing atomic bomb secrets to the Soviets, what couple were given the electric chair in 1953?",qg_1834,[]
knowledge,,triviaqa,John Constable,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",With which artist painted Flatford Mill,bt_3990,[]
knowledge,,triviaqa,White spirit,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","What paraffin-derived clear, transparent liquid developed in 1924 by W. J. Stoddard and Lloyd E. Jackson began to be used by dry cleaners in 1928 and has become a common organic solvent used in painting and decorating?",qw_6219,[]
knowledge,,triviaqa,South China Sea,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What separates East and West Malaysia?,sfq_17004,[]
knowledge,,triviaqa,Jordan,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which country has the international car registration code HKJ?,odql_12554,[]
knowledge,,triviaqa,Herald of Free Enterprise,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What was the name of the ferry in the Zeebrugge disaster of 1987,bt_315,[]
knowledge,,triviaqa,New Haven,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",In what city would you find Yale University?,jp_4251,[]
knowledge,,triviaqa,Etruscan,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Horatio was a legendary Roman hero who defended a bridge against which army?,qw_8563,[]
knowledge,,triviaqa,'THE FOUR TOPS',"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Levi Stubbs was the lead singer of which 'Motown' group from 1953 until 2000?,odql_7639,[]
knowledge,,triviaqa,Germany,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","(As at 2012, and here translated into English) it is illegal to use the slogan 'One People, one Empire, one Leader' in what country?",bb_2576,[]
knowledge,,triviaqa,Javier Bardem,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Who was the first Spanish actor to win an Oscar, for his role in the film No Country for Old Men?",odql_13882,[]
knowledge,,triviaqa,Mount McKinley,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What is the most popular natural attraction in Alaska?,qz_186,[]
knowledge,,triviaqa,Surfing,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Kelly Slater is an American professional sportsman in what field?,qw_12632,[]
knowledge,,triviaqa,RAPID,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","In the acronym REM, which describes stage of sleep during which dreams occur, for what does the R stand ?",wh_3648,[]
knowledge,,triviaqa,Wuthering Heights,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What is the only book written by Emily Bronte?,qw_15307,[]
knowledge,,triviaqa,The Good Life,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","""Which British sitcom was retitled """"Good Neighbors"""" when it played in the United States?""",qw_520,[]
knowledge,,triviaqa,GEORGE II,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","""In 1743, which English monarch began the tradition, of the audience rising to its feet, for Handel's """"Hallelujah Chorus""""?""",sfq_7219,[]
knowledge,,triviaqa,Lion,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which animal completes the name of the stop-motion animated children’s TV series “Raa Raa the Noisy _____”?,odql_12819,[]
knowledge,,triviaqa,Madagascar,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Antananarivo is the capital of which country?,qw_9384,[]
knowledge,,triviaqa,RUTH RENDELL,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who also writes using the pseudonym 'Barbara Vine'?,odql_13795,[]
knowledge,,triviaqa,GLOUCESTERSHIRE,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",In which county is Highgrove House the residence of the Prince of Wales?,sfq_25785,[]
knowledge,,triviaqa,Antonio Vivaldi,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which 18th Century composer wrote ‘The Four Seasons’?,qb_4763,[]
knowledge,,triviaqa,BATTLE OF CAMLANN,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Which was the final battle of King Arthur, at which he was mortally wounded?",odql_3527,[]
knowledge,,triviaqa,Bound for Glory,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What was the name of the 1976 film that told the story of Woody Guthrie?,qw_14720,[]
knowledge,,triviaqa,Sandra day O'Connor,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Sep 21, 1981 saw the confirmation of which associate justice, the first female Supreme Court justice?",qg_3333,[]
knowledge,,triviaqa,SANTIAGO,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which South American capital was founded on the banks of the Rio Mapocho by Pedro de Valdivia in 1541?,sfq_4807,[]
knowledge,,triviaqa,MICHAEL JOHNSON,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who was the first man to win Olympic Gold Medals at 200 metres and 400 metres?,sfq_11150,[]
knowledge,,triviaqa,1768,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",In which year was the Encyclopedia Britannica first published?,qz_267,[]
knowledge,,triviaqa,Function,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","According to famous American architect Louis Henri Sullivan, known as the father of skyscrapers, ""form follows what""?",qg_2063,[]
knowledge,,triviaqa,SUMO WRESTLER,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What type of sportsman is a Rikishi?,wh_1264,[]
knowledge,,triviaqa,A frog,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What does a tadpole become?,qf_3252,[]
knowledge,,triviaqa,A LION,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What type of animal can be found on a tin of 'Lyle's Golden Syrup'?,sfq_1989,[]
knowledge,,triviaqa,NEWFOUNDLAND,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",St John's is the capital of which Canadian Province?,sfq_20231,[]
knowledge,,triviaqa,Rowan Atkinson,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who plays the title character in the 2003 film Johnny English?,odql_13246,[]
knowledge,,triviaqa,Potsdam Conference,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What was the name of the meeting held in July 1945 to discuss punishment of Nazi Germany?,sfq_14106,[]
knowledge,,triviaqa,Kabinett,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What is the German term for wine made from fully ripened grapes,bt_2723,[]
knowledge,,triviaqa,VOLKSWAGEN,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which motor manufacturer produces the 'Sharan' model?,odql_3644,[]
knowledge,,triviaqa,Whisky Galore,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which 1949 film was set on the Scottish island of Todday?,dpql_1111,[]
knowledge,,triviaqa,Book,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",A 'frontispiece' is traditionally at the beginning of a?,bb_4604,[]
knowledge,,triviaqa,Greg Rusedski,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who was the last British male to reach the final of a Grand Slam tennis singles tournament?,sfq_1217,[]
knowledge,,triviaqa,(Soy) Beans,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","If you were in Japan eating edamame, what would you be eating?",sfq_14137,[]
knowledge,,triviaqa,Curling,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",If you had two eight enders in one bonspiel what are you playing,bt_2207,[]
knowledge,,triviaqa,Vote,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Suffrage is the right to do what?,jp_3131,[]
knowledge,,triviaqa,Mercedes-Benz,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which car company advertises with the slogan The best or nothing,bt_2692,[]
knowledge,,triviaqa,Permissible,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What does the term 'Halal' literally mean? As in Halal meat eaten by Muslims.,sfq_4717,[]
knowledge,,triviaqa,The Law Society,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What is the name of the professional body that represents solicitors in England and Wales?,odql_11309,[]
knowledge,,triviaqa,"""""""Turn! Turn! Turn! (to Everything There is a Season)""""""","{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",The lyrics of which song first put to music by Pete Seeger in 1959 and later made famous by The Byrds were taken almost entirely from the Book of Ecclesiastes in the Bible?,tb_1815,[]
knowledge,,triviaqa,Australia,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Canberra is the capital of which country?,qw_4953,[]
knowledge,,triviaqa,The Blind Beggar,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",At which Whitechapel pub was George Cornell shot by Ronnie Kray?,sfq_24112,[]
knowledge,,triviaqa,Turandot,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Prince Calef is the male-lead in which Puccini opera?,sfq_4771,[]
knowledge,,triviaqa,Ethiopia,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What is the largest (by population) landlocked country?,qw_16669,[]
knowledge,,triviaqa,Autons,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","What is the name of the life-size plastic dummies in the television series Doctor Who, the first of which arrived on Earth in hollow plastic meteorites with deadly weapons concealed in their hands?",qb_9009,[]
knowledge,,triviaqa,Henry Kelly,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who was the question master in the original series of TV’s Going For Gold?,dpql_5460,[]
knowledge,,triviaqa,Ren Descartes,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","""Which 17th century philosopher, mathematician, scientist, and writer provided the basis for the calculus of Newton and Leibniz by applying infinitesimal calculus to """"the tangent line problem""""?""",qw_2603,[]
